"StockCode","Description","price_med","price_mean","quantity_med","quantity_mean","price_range_normalized","quant_range_normalized","normalized_slope","norm_slope_rob","seasonal","weeks_till_first_order","num_customers","num_orders","Australia","Austria","Bahrain","Belgium","Brazil","Canada","Channel_Islands","Cyprus","Czech_Republic","Denmark","EIRE","European_Community","Finland","France","Germany","Greece","Hong_Kong","Iceland","Israel","Italy","Japan","Lebanon","Lithuania","Malta","Netherlands","Norway","Poland","Portugal","RSA","Saudi_Arabia","Singapore","Spain","Sweden","Switzerland","United_Arab_Emirates","United_Kingdom","USA"
"21754","HOME BUILDING BLOCK WORD",6.25,8.23,457,556,1.98939980549501,2.46521909042704,-0.720116730499422,-0.422932427543031,1.58792596951185,1.62242063492063,361,777,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
"21755","LOVE BUILDING BLOCK WORD",6.6,8.60142857142857,38,290.571428571429,2.19418333163754,2.7606979189318,-0.586880616758314,-0.374599914797638,1.29256966389916,1.62242063492063,338,629,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"48187","DOORMAT NEW ENGLAND",10.355,10.76,85.5,319.166666666667,3.02222213468818,3.27955974498903,-0.75932675705856,-0.219815825039806,0.519428656110924,1.62242063492063,315,600,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"22960","JAM MAKING SET WITH JARS",4.425,5.6525,260.5,1086,2.50615994640586,2.46270791244821,-0.365309604865295,-0.326651799321385,1.25891381883582,1.62242063492063,572,1130,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0
"22913","RED COAT RACK PARIS FASHION",7.455,7.39,22.5,58.6666666666667,2.14976882113545,2.59111503007793,-0.585118520165757,-0.298873649549142,1.09281181872353,1.62242063492063,79,112,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"22912","YELLOW COAT RACK PARIS FASHION",7.87,7.5325,38,71.75,1.9374918596491,2.13153953296407,-0.712354345090796,-0.676099338041139,1.19758032097263,1.62242063492063,75,100,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"22914","BLUE COAT RACK PARIS FASHION",4.95,6.876,36,93.6,2.05578470225304,2.38401505541189,-0.447054189332878,-0.177899795138914,1.21102962981299,1.62242063492063,107,154,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"21756","BATH BUILDING BLOCK WORD",6.425,7.95833333333333,58.5,137.166666666667,2.16736392674572,2.62501599154095,-0.481031440698619,-0.178203714003501,0.82741469828885,1.62251984126984,169,270,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
"22728","ALARM CLOCK BAKELIKE PINK",5.85,5.894,54.5,536.4,2.57919198507669,2.91500031219382,-0.621403373094424,-0.0303060532074473,0.255872336882295,1.6235119047619,292,783,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0
"22727","ALARM CLOCK BAKELIKE RED ",7.46,6.11666666666667,115,868.222222222222,2.40544144903316,2.97646061796392,-0.564906794150857,-0.0824963801162543,0.283316767757994,1.6235119047619,388,1050,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0
"22726","ALARM CLOCK BAKELIKE GREEN",7.955,7.5175,135.5,803.75,3.09576471461365,2.92069512066043,-0.685733260337224,-0.234307596581312,0.483286949620739,1.6235119047619,323,980,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0
"21724","PANDA AND BUNNIES STICKER SHEET",1.24,1.2325,14.5,102,1.82351471910902,2.03343596607325,-0.56608136409263,-0.556788368814513,0.39605901719067,1.6235119047619,44,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"21883","STARS GIFT TAPE ",0.54,0.83,133,275.5,2.26879949912338,2.14879773906843,-0.62154242260521,-0.622592299647803,0.644331901033375,1.6235119047619,83,133,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"10002","INFLATABLE POLITICAL GLOBE ",1.63,1.38,27,286.666666666667,1.76378940305284,1.75106385824816,-0.998647957188127,-0.998641567465185,0.691158421160037,1.6235119047619,41,71,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"21791","VINTAGE HEADS AND TAILS CARD GAME ",2.46,2.046,459,1577.8,2.25507130321363,2.34994124568226,-0.825435336028849,-0.782687888398951,1.20313790638755,1.6235119047619,343,607,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0
"21035","SET/2 RED RETROSPOT TEA TOWELS ",5.79,4.79,150,371.857142857143,2.25963620360058,2.64846576522687,-0.740139963538062,-0.11379899877546,1.47930501894102,1.6235119047619,152,394,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
"22326","ROUND SNACK BOXES SET OF4 WOODLAND ",5.85,5.1,118,1425.66666666667,2.26300298114407,2.11462569960501,-0.978106249746183,-0.977924152319602,1.71333010680117,1.6235119047619,282,731,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1
"22629","SPACEBOY LUNCH BOX ",2.51,3.12285714285714,94,2037.14285714286,2.56975487192044,2.37122553479456,-0.708191673589719,-0.700968363053688,1.17859585241041,1.6235119047619,323,900,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0
"22659","LUNCH BOX I LOVE LONDON",2.485,2.97,124,1440.375,2.60852973636908,2.76579627920563,-0.553559212195082,-0.413048444636265,1.35451490131094,1.6235119047619,214,707,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
"22631","CIRCUS PARADE LUNCH BOX ",3.745,3.76125,56.5,458.625,3.08243046708831,2.41022152972559,-0.772021856639403,-0.770349812357066,1.34761335079871,1.6235119047619,169,395,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
"22661","CHARLOTTE BAG DOLLY GIRL DESIGN",1.24,1.215,1193,1303.5,1.88188282470824,1.92572193716809,-0.967302498440372,-0.960488368729068,1.00915152485913,1.6235119047619,173,415,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"21731","RED TOADSTOOL LED NIGHT LIGHT",2.47,2.52166666666667,769.5,2332.83333333333,2.36650076979703,2.32714439539445,-0.651774064818493,-0.791001982082474,0.893928510539666,1.6235119047619,267,848,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0
"22900"," SET 2 TEA TOWELS I LOVE LONDON ",4.13,4.40363636363636,99,447.090909090909,2.97584445386136,2.96046019716155,-0.693161584327037,-0.577139883263607,1.43037976262098,1.6235119047619,194,532,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
"21913","VINTAGE SEASIDE JIGSAW PUZZLES",3.57,4.81166666666667,22.5,66.3333333333333,2.04247631019697,2.56074917925953,-0.304563053259021,-0.0632411257251036,1.09646774625538,1.6235119047619,73,148,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"22540","MINI JIGSAW CIRCUS PARADE ",0.42,0.53,249,498.2,2.23440151791626,2.18041413780737,-0.555468282044889,-0.611418560763075,1.12245813031662,1.6235119047619,51,89,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0
"22544","MINI JIGSAW SPACEBOY",0.42,0.53,563,903.6,2.23440151791626,2.20276420514874,-0.598508874437362,-0.650679164440597,1.23014255051716,1.6235119047619,102,174,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0
"22492","MINI PAINT SET VINTAGE ",1.63,1.288,331,5326.6,2.18292151898934,2.23257317047959,-0.889349840028962,-0.852673761795058,1.33845799393793,1.6235119047619,214,380,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1
"POST","POSTAGE",11.27,226.085849056604,1,59.4339622641509,7.28046160681242,7.06356292249925,-0.0380319686099893,-3.97861651231169e-19,1.44428670214384,1.6235119047619,332,1126,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0
"22086","PAPER CHAIN KIT 50'S CHRISTMAS ",5.91,5.36428571428571,825,2765,2.39089411729736,2.55673929964463,-0.936932427800166,-0.931170950793034,1.28313642517135,1.625,614,1160,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
"20679","EDWARDIAN PARASOL RED",5.95,8.136,72,341.6,1.98192495625297,2.25005084862005,-0.542321770326678,-0.693701955259029,1.33079229761401,1.62519841269841,141,324,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"37370","RETRO COFFEE MUGS ASSORTED",1.65,7.176,44,514.2,1.87849346370721,2.22597433419386,-0.635565777413494,-0.650190856295497,0.590206452623283,1.62519841269841,73,159,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"21871","SAVE THE PLANET MUG",1.45,1.83714285714286,432,779.142857142857,2.43365820485062,2.74428474184943,-0.548407912876869,-0.474416762054087,0.36733830313578,1.62519841269841,134,357,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"21071","VINTAGE BILLBOARD DRINK ME MUG",1.855,1.82,155.5,248.75,1.87810809388141,2.24667471721832,-0.655319367378434,-0.646290488615089,1.10449878769423,1.62519841269841,73,177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"21068","VINTAGE BILLBOARD LOVE/HATE MUG",1.25,1.616,432,327.6,2.11267341198431,2.38728338001862,-0.87315327782926,-0.751140849247036,0.391947364943875,1.62519841269841,82,198,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"82483","WOOD 2 DRAWER CABINET WHITE FINISH",7.205,8.93875,17,300.375,2.57701262001012,2.40157635867611,-0.533230811911773,-0.50962689388276,0.637825864244508,1.62519841269841,242,543,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"82486","WOOD S/3 CABINET ANT WHITE FINISH",8.95,11.5071428571429,189,307.142857142857,2.19033356488535,2.70087290342765,-0.572030792485453,-0.487024279755606,1.15609138340906,1.62519841269841,236,605,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"82482","WOODEN PICTURE FRAME WHITE FINISH",2.75,3.4025,765,1125,2.43297293546036,2.86470775477524,-0.4998785774641,-0.432223011486641,0.674153647445156,1.62519841269841,410,1099,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"82494L","WOODEN FRAME ANTIQUE WHITE ",4.13,4.942,128,1349.8,2.07583536523086,2.20111079868308,-0.75134410418705,-0.623724650284611,1.00329802981942,1.62519841269841,393,910,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
"21258","VICTORIAN SEWING BOX LARGE",18.855,18.5375,107.5,133,1.87372028602714,2.26306876136852,-0.882222995726873,-0.885166545546144,1.51340904515555,1.62589285714286,62,163,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22114","HOT WATER BOTTLE TEA AND SYMPATHY",4.875,6.2425,345.5,478.916666666667,2.56782594892607,3.27004994995382,-0.216844620799908,-0.12947253980198,1.03339866397471,1.6281746031746,326,643,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
"21733","RED HANGING HEART T-LIGHT HOLDER",3.22,3.94,1214,1313.5,2.23968149016938,2.40765613279428,-0.861661425576326,-0.848305814555528,0.680583107750273,1.6281746031746,385,740,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0
"22386","JUMBO BAG PINK POLKADOT",2.015,2.932,1150,2146.5,2.33676412736509,3.04000165949384,-0.577238956846381,-0.260369258767124,1.11855966843396,1.62867063492064,373,1218,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
"85099C","JUMBO  BAG BAROQUE BLACK WHITE",1.87,2.4125,1136,1740.25,2.34178450038621,2.67432632943672,-0.412428252609401,-0.402412264219275,1.82126109011755,1.62867063492064,307,933,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"21033","JUMBO BAG CHARLIE AND LOLA TOYS",2.73,3.5075,128.5,161,2.49481696403356,3.13069084279239,-0.572881957676191,-0.635462764436802,1.44393905986868,1.62867063492064,75,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"20723","STRAWBERRY CHARLOTTE BAG",1.645,1.63833333333333,1350.5,1633,2.35027033893643,2.48439879184244,-0.524438386505464,-0.524520200480488,1.14846950910168,1.62867063492064,231,722,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"84997B","RED 3 PIECE RETROSPOT CUTLERY SET",5.805,5.89,24.5,526.75,2.23734008196795,2.56303864455106,-0.75158602963799,-0.739099553916388,0.85772656845098,1.62867063492064,203,370,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1
"84997C","BLUE 3 PIECE POLKADOT CUTLERY SET",4.15,5.44,576,756.4,2.10874142182411,2.41210455489664,-0.737805500398999,-0.581212500038529,0.608684367503193,1.62867063492064,203,334,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1
"21094","SET/6 RED SPOTTY PAPER PLATES",1.24,1.345,656.5,1459.66666666667,2.61016749493034,2.13509080653337,-0.772086164654122,-0.772719337010954,1.04102699962591,1.62867063492064,180,527,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0
"20725","LUNCH BAG RED RETROSPOT",4.17,4.13625,146.5,2442,3.15811010678653,2.70713283184653,-0.68624320547909,-0.606134189569309,1.06139989987159,1.62867063492064,533,1563,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0
"21559","STRAWBERRY LUNCH BOX WITH CUTLERY",2.55,3.426,171,787.2,2.0327062417769,2.01203279868649,-0.650473738581814,-0.940576217739369,1.82995327335579,1.62867063492064,234,572,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
"22352","LUNCH BOX WITH CUTLERY RETROSPOT ",4.13,3.76,187,618.6,2.16361205115414,2.09254302258618,-0.914211876008178,-0.888141791363079,1.60142840691895,1.62867063492064,186,482,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
"21212","PACK OF 72 RETROSPOT CAKE CASES",1.265,1.63875,983.5,4547.75,3.02199431705291,2.65116956677269,-0.536248637328202,-0.474000046652741,1.25977005753771,1.62867063492064,635,1318,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1
"21975","PACK OF 60 DINOSAUR CAKE CASES",0.55,0.78,2640,2467.6,1.97045105565897,2.4561271662067,-0.712512312821842,-0.501715910118399,0.9637470220277,1.62867063492064,288,600,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0
"21977","PACK OF 60 PINK PAISLEY CAKE CASES",1.25,1.15857142857143,215,3546.85714285714,2.33023114557988,2.1761145202943,-0.706123920997531,-0.706073268333826,1.85890820288888,1.62867063492064,410,867,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0
"84991","60 TEATIME FAIRY CAKE CASES",0.9,1.005,1488.5,3031.33333333333,2.54161793305769,2.47513293423534,-0.690755402489763,-0.629755208097649,0.570347845421453,1.62867063492064,414,826,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1
"84519A","TOMATO CHARLIE+LOLA COASTER SET",3.29,3.58571428571429,9,73.1428571428571,2.74181128536249,2.72887320587166,-0.669237861922342,-0.51291880161648,0.678751873962559,1.62867063492064,46,88,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"85183B","CHARLIE & LOLA WASTEPAPER BIN FLORA",3.75,4.166,28,199.2,2.09227397613229,2.30584797802046,-0.576900582467531,-0.110780520455978,0.933642392839026,1.62867063492064,85,118,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"85071B","RED CHARLIE+LOLA PERSONAL DOORSIGN",0.85,1.83142857142857,20,185.857142857143,2.75644646685213,2.70802896782332,-0.426619015595633,-0.00571289734975379,0.889117011963522,1.62867063492064,89,125,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"21931","JUMBO STORAGE BAG SUKI",2.015,2.932,1250.5,1365.3,2.33676412736509,3.15351287205404,-0.50893463379543,-0.459804401384775,1.60627055904414,1.62867063492064,333,1183,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"21929","JUMBO BAG PINK VINTAGE PAISLEY",2.27,3.06083333333333,229,917.25,2.34494111360967,2.47789599561809,-0.551295687837525,-0.544849081269027,1.27987220592352,1.62867063492064,309,865,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0
"22961","JAM MAKING SET PRINTED",3.14,2.54571428571429,620,2344.57142857143,2.37101140120199,2.7262233143681,-0.61855163393413,-0.238937404726942,0.828501504689486,1.62906746031746,538,1162,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1
